,,,,price,CO2_emissions,is_electric
VOLKSWAGEN,Touran-5-places,2020,1.6 TDI 115 SCR Trendline DSG7,,111,False
VOLKSWAGEN,Touran-5-places,2020,1.6 TDI 115 SCR Confortline DSG7,,111,False
VOLKSWAGEN,Touran-5-places,2020,1.6 TDI 115 SCR Carat DSG7,,118,False
VOLKSWAGEN,Touran-5-places,2020,1.6 TDI 115 SCR R-Line DSG7,,111,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 150 SCR Confortline,,119,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 150 SCR Carat,,115,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 150 SCR R-Line,,120,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 150 SCR Confortline DSG7,201507,201507,False
VOLKSWAGEN,Touran-5-places,2020,1.6 TDI 115 SCR Connect DSG7,,111,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 150 SCR Connect,,119,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 150 SCR Connect DSG7,161157,118,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 150 SCR Lounge,,115,False
VOLKSWAGEN,Touran-5-places,2020,1.6 TDI 115 SCR United DSG7,,118,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 150 SCR United,,115,False
VOLKSWAGEN,Touran-5-places,2020,1.5 TSI Evo 150 United,,154,False
VOLKSWAGEN,Touran-5-places,2020,1.5 TSI Evo 150 United DSG7,,153,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 115 SCR Lounge,,142,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 115 SCR United,,142,False
VOLKSWAGEN,Touran-5-places,2020,2.0 TDI 150 SCR United DSG7,,144,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 Lounge,,154,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 Carat,,154,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 Lounge DSG7,,153,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 Carat DSG7,,153,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 Active,33160,148,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 Active DSG7,34970,148,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 122 SCR Lounge,34270,134,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR Lounge DSG7,,144,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR Carat DSG7,,144,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 122 SCR Active,35170,134,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR Active DSG7,38550,139,False
VOLKSWAGEN,Touran-5-places,2019,1.2 TSI 110 Trendline,,128,False
VOLKSWAGEN,Touran-5-places,2019,1.2 TSI 110 Confortline,,128,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 Confortline DSG,,126,False
VOLKSWAGEN,Touran-5-places,2019,1.2 TSI 110 Carat,,129,False
VOLKSWAGEN,Touran-5-places,2019,1.2 TSI 110 R-Line,,129,False
VOLKSWAGEN,Touran-5-places,2019,1.2 TSI 110 Allstar,,128,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 Allstar DSG,,126,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 110 Trendline,,116,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 110 Trendline DSG,,111,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 110 Confortline,,116,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 110 Confortline DSG,,111,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 Confortline,,119,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 Confortline DSG,,121,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 110 Carat,,117,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 110 Carat DSG,,112,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 Carat,,117,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 Carat DSG,,122,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 190 Carat DSG,,122,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 110 R-Line,,117,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 110 R-Line DSG,,112,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 R-Line,,117,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 R-Line DSG,,122,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 190 R-Line DSG,,122,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 110 Allstar,,116,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 110 Allstar DSG,,111,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 Allstar,,119,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 Allstar DSG,,121,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 Allstar,,132,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Allstar,,119,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Allstar DSG,,112,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Carat DSG,,115,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 R-Line DSG,,115,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 Confortline,,132,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 Carat,,133,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 R-Line,,133,False
VOLKSWAGEN,Touran-5-places,2019,1.2 TSI 110 Sound,,128,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 Sound,,132,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 Sound DSG,,126,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Trendline,,119,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Trendline DSG,,114,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Confortline,,119,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Confortline DSG,,114,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Sound,,119,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Sound DSG,,112,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 Sound,,119,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 Sound DSG,,121,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 Carat DSG,,127,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 R-Line DSG,,127,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 Connect,,132,False
VOLKSWAGEN,Touran-5-places,2019,1.4 TSI 150 Connect DSG,,126,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Carat,,120,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 R-Line,,120,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Connect,,119,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 Connect DSG,,114,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 Connect DSG,,121,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 Confortline,,128,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 R-Line,,128,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 Confortline DSG7,,127,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 R-Line DSG7,,127,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 Connect,,128,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 Connect DSG7,,126,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 SCR Trendline,,120,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 SCR Confortline,,120,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 SCR Trendline DSG7,,111,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 SCR Confortline DSG7,,111,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 SCR Carat DSG7,,118,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 SCR R-Line DSG7,,111,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR Confortline,,119,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR Carat,,115,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR R-Line,,120,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR Confortline DSG7,201507,201507,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 SCR Connect DSG7,,111,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR Connect,,119,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR Connect DSG7,161157,118,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR Lounge,,115,False
VOLKSWAGEN,Touran-5-places,2019,1.6 TDI 115 SCR United DSG7,,118,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR United,,115,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 United,,154,False
VOLKSWAGEN,Touran-5-places,2019,1.5 TSI Evo 150 United DSG7,,153,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 115 SCR Lounge,,142,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 115 SCR United,,142,False
VOLKSWAGEN,Touran-5-places,2019,2.0 TDI 150 SCR United DSG7,,144,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 Lounge,,154,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 Carat,,154,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 Lounge DSG7,,153,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 Carat DSG7,,153,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 Active,33860,148,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 Active DSG7,35670,148,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 122 SCR Lounge,34970,134,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR Lounge DSG7,,144,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR Carat DSG7,,144,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 122 SCR Active,35870,134,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR Active DSG7,39250,139,False
VOLKSWAGEN,Touran-7-places,2021,1.2 TSI 110 Trendline,,128,False
VOLKSWAGEN,Touran-7-places,2021,1.2 TSI 110 Confortline,,128,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 Confortline DSG,,126,False
VOLKSWAGEN,Touran-7-places,2021,1.2 TSI 110 Carat,,129,False
VOLKSWAGEN,Touran-7-places,2021,1.2 TSI 110 R-Line,,129,False
VOLKSWAGEN,Touran-7-places,2021,1.2 TSI 110 Family,,128,False
VOLKSWAGEN,Touran-7-places,2021,1.2 TSI 110 Allstar,,128,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 Allstar DSG,,126,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 Trendline,,116,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 Trendline DSG,,111,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 Confortline,,116,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 Confortline DSG,,111,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 Confortline,,116,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 Confortline DSG,,121,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 Carat,,117,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 Carat DSG,,112,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 Carat,,117,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 Carat DSG,,122,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 190 Carat DSG,,122,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 R-Line,,117,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 R-Line DSG,,112,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 R-Line,,117,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 R-Line DSG,,122,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 190 R-Line DSG,,125,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 Family,,116,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 Family DSG,,111,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 Allstar,,116,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 110 Allstar DSG,,111,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 Allstar,,119,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 Allstar DSG,,121,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 Allstar,,132,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Allstar,,119,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Allstar DSG,,112,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Confortline DSG,,112,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Carat DSG,,113,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 R-Line DSG,,113,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 Confortline,,132,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 Carat,,133,False
VOLKSWAGEN,Touran-7-places,2021,1.2 TSI 110 Sound,,128,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 Sound,,132,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 Sound DSG,,126,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Trendline,,119,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Trendline DSG,,112,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Confortline,,119,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Family,,119,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Family DSG,,112,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Sound,,119,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Sound DSG,,112,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 Sound,,119,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 Sound DSG,,121,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 R-Line,,133,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 Carat DSG,,127,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 R-Line DSG,,127,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 Connect,,132,False
VOLKSWAGEN,Touran-7-places,2021,1.4 TSI 150 Connect DSG,,126,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Carat,,120,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 R-Line,,120,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Connect,,119,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 Connect DSG,,112,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 Connect DSG,,121,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 Confortline,,128,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo Carat,,128,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo R-Line,,128,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 Confortline DSG7,,127,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 R-Line DSG7,,127,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 Connect,,128,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 Connect DSG7,,127,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 SCR Trendline,,120,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 SCR Confortline,,120,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 SCR Trendline DSG7,,111,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 SCR Confortline DSG7,,111,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 SCR Carat DSG7,,118,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 SCR R-Line DSG7,,111,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR Confortline,,119,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR Carat,,115,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR R-Line,,120,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR Confortline DSG7,201507,201507,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 SCR Connect DSG7,,111,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR Connect,,119,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR Connect DSG7,161157,118,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR Lounge,,115,False
VOLKSWAGEN,Touran-7-places,2021,1.6 TDI 115 SCR United DSG7,,118,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR United,,115,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 United,,154,False
VOLKSWAGEN,Touran-7-places,2021,1.5 TSI Evo 150 United DSG7,,153,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 115 SCR Lounge,,142,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 115 SCR United,,142,False
VOLKSWAGEN,Touran-7-places,2021,2.0 TDI 150 SCR United DSG7,,144,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 Lounge,,154,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 Carat,,154,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 Lounge DSG7,,153,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 Carat DSG7,,153,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 Active,33860,148,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 Active DSG7,35670,148,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 122 SCR Lounge,34970,134,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR Lounge DSG7,,144,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR Carat DSG7,,144,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 122 SCR Active,35870,134,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR Active DSG7,39250,139,False
VOLKSWAGEN,Touran-7-places,2020,1.2 TSI 110 Trendline,,128,False
VOLKSWAGEN,Touran-7-places,2020,1.2 TSI 110 Confortline,,128,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 Confortline DSG,,126,False
VOLKSWAGEN,Touran-7-places,2020,1.2 TSI 110 Carat,,129,False
VOLKSWAGEN,Touran-7-places,2020,1.2 TSI 110 R-Line,,129,False
VOLKSWAGEN,Touran-7-places,2020,1.2 TSI 110 Family,,128,False
VOLKSWAGEN,Touran-7-places,2020,1.2 TSI 110 Allstar,,128,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 Allstar DSG,,126,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 Trendline,,116,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 Trendline DSG,,111,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 Confortline,,116,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 Confortline DSG,,111,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 Confortline,,116,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 Confortline DSG,,121,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 Carat,,117,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 Carat DSG,,112,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 Carat,,117,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 Carat DSG,,122,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 190 Carat DSG,,122,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 R-Line,,117,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 R-Line DSG,,112,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 R-Line,,117,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 R-Line DSG,,122,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 190 R-Line DSG,,125,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 Family,,116,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 Family DSG,,111,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 Allstar,,116,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 110 Allstar DSG,,111,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 Allstar,,119,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 Allstar DSG,,121,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 Allstar,,132,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Allstar,,119,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Allstar DSG,,112,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Confortline DSG,,112,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Carat DSG,,113,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 R-Line DSG,,113,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 Confortline,,132,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 Carat,,133,False
VOLKSWAGEN,Touran-7-places,2020,1.2 TSI 110 Sound,,128,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 Sound,,132,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 Sound DSG,,126,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Trendline,,119,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Trendline DSG,,112,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Confortline,,119,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Family,,119,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Family DSG,,112,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Sound,,119,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Sound DSG,,112,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 Sound,,119,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 Sound DSG,,121,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 R-Line,,133,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 Carat DSG,,127,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 R-Line DSG,,127,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 Connect,,132,False
VOLKSWAGEN,Touran-7-places,2020,1.4 TSI 150 Connect DSG,,126,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Carat,,120,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 R-Line,,120,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Connect,,119,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 Connect DSG,,112,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 Connect DSG,,121,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 Confortline,,128,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo Carat,,128,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo R-Line,,128,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 Confortline DSG7,,127,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 R-Line DSG7,,127,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 Connect,,128,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 Connect DSG7,,127,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 SCR Trendline,,120,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 SCR Confortline,,120,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 SCR Trendline DSG7,,111,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 SCR Confortline DSG7,,111,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 SCR Carat DSG7,,118,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 SCR R-Line DSG7,,111,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR Confortline,,119,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR Carat,,115,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR R-Line,,120,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR Confortline DSG7,201507,201507,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 SCR Connect DSG7,,111,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR Connect,,119,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR Connect DSG7,161157,118,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR Lounge,,115,False
VOLKSWAGEN,Touran-7-places,2020,1.6 TDI 115 SCR United DSG7,,118,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR United,,115,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 United,,154,False
VOLKSWAGEN,Touran-7-places,2020,1.5 TSI Evo 150 United DSG7,,153,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 115 SCR Lounge,,142,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 115 SCR United,,142,False
VOLKSWAGEN,Touran-7-places,2020,2.0 TDI 150 SCR United DSG7,,144,False
VOLKSWAGEN,Touran-7-places,2019,1.5 TSI Evo 150 Lounge,,154,False
VOLKSWAGEN,Touran-7-places,2019,1.5 TSI Evo 150 Carat,,154,False
VOLKSWAGEN,Touran-7-places,2019,1.5 TSI Evo 150 Lounge DSG7,,153,False
VOLKSWAGEN,Touran-7-places,2019,1.5 TSI Evo 150 Carat DSG7,,153,False
